Country,location,category,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05
AR,Buenos Aires Province,Transit stations,4.017,-27.149,-29.69,9.943,7.986,6.995,5.653,0.661,7.7,8.803,7.942,10.945,11.945,8.244,1.145,12.128,16.375,-12.238,12.858,8.021,-25.744,-18.033,-13.033,-30.391,-31.348,-29.925,-68.71,-73.162,-79.714,-83.71,-83.59,-73.569,-74.564,-71.993,-73.479,-78.769,-74.737,-79.594,-72.047,-70.597,-67.6,-67.997,-73.467
AR,Buenos Aires Province,Workplace,-2.136,-54.252,-51.662,10.504,8.906,9.983,1.624,-3.565,12.226,12.961,13.922,11.683,13.197,2.032,-5.368,9.987,14.169,8.406,14.054,14.984,-8.409,-10.354,1.449,-12.538,-18.461,-23.914,-63.031,-59.622,-60.748,-81.082,-81.154,-70.105,-70.765,-69.306,-62.435,-60.354,-71.48,-78.819,-67.254,-67.189,-65.302,-57.377,-55.703
AR,Catamarca Province,Grocery & pharmacy,3.307,-15.847,-11.69,5.481,12.388,10.193,16.42,3.891,9.016,5.774,3.209,6.003,16.903,17.093,7.976,10.656,9.014,5.348,2.044,10.193,3.768,13.424,5.465,0.986,-1.07,1.915,-35.484,-41.454,-50.584,-56.694,-54.93,-44.385,-43.04,-42.968,-39.166,-46.304,-45.902,-49.296,-39.572,-42.273,-34.451,-26.514,-32.685
AR,Catamarca Province,Parks,-5.847,1.981,-14.663,4.28,-1.574,-1.378,-7.624,-18.616,5.152,-2.51,-0.389,1.816,8.496,-6.851,-10.979,4.887,3.303,-2.464,-5.448,-4.363,-23.757,-26.014,-31.704,-34.875,-37.873,-44.673,-69.116,-75.801,-80.43,-79.524,-78.996,-75.098,-73.487,-69.116,-72.044,-77.924,-72.787,-77.147,-68.093,-68.765,-62.228,-65.194,-73.986
AR,Catamarca Province,Residential,3.944,5.106,3.09,-1.876,-0.636,-0.603,3.029,6.705,-2.507,-2.23,-2.223,-2.034,-3.003,3.809,4.238,-1.172,-3.522,-2.286,-1.538,-1.428,4.429,8.565,8.387,8.206,9.287,12.348,25.1,26.744,30.318,28.866,26.93,23.803,25.157,26.613,26.522,28.949,25.107,25.321,22.709,23.613,24.754,23.694,26.708
AR,Catamarca Province,Retail & recreation,-0.881,-23.252,-25.446,1.253,-0.417,2.02,6.027,-11.166,-1.368,-7.59,-5.527,-4.242,2.693,2.593,-1.469,-2.204,-4.316,-4.569,-10.153,-4.512,-12.824,-23.115,-25,-28.348,-30.214,-36.509,-66.128,-69.516,-75.221,-77.888,-76.116,-70.744,-69.124,-67.004,-66.433,-71.205,-67.705,-72.619,-65.291,-66.551,-61.145,-57.814,-65.72
AR,Catamarca Province,Transit stations,20.779,-4.04,12.245,47.312,31.373,42.268,35.165,31.169,29.293,30.613,25.807,32.353,58.763,37.363,25.974,41.414,39.796,36.56,32.353,39.176,27.473,7.792,2.02,4.082,7.527,-19.608,-63.917,-76.923,-83.117,-85.858,-83.673,-74.193,-74.51,-68.041,-73.626,-80.519,-73.737,-81.633,-72.043,-74.51,-61.856,-63.736,-79.221
AR,Catamarca Province,Workplace,-2.291,-43.604,-37.721,25.793,25.815,24.287,6.773,1.23,38.568,39.719,40.324,39.326,39.102,7.526,4.047,35.391,41.287,39.207,37.261,35.829,3.636,1.582,-10.241,-11.588,-2.496,-14.46,-45.739,-41.91,-39.791,-65.139,-65.334,-55.807,-53.445,-50.907,-40.906,-35.038,-52.518,-61.327,-48.67,-48.97,-44.189,-33.503,-29.404
AR,Chaco Province,Grocery & pharmacy,4.098,-14.777,-14.61,0.911,-3.921,-3.973,2.204,4.625,2.655,0.638,-1.319,0.399,8.257,8.81,10.476,6.908,9.321,5.289,1.033,0.381,-0.985,0.003,0.844,-12.153,-29.944,-26.871,-41.725,-47.264,-63.134,-58.229,-64.038,-47.912,-54.298,-56.113,-48.934,-62.9,-47.029,-57.516,-42.46,-51.722,-39.642,-35.039,-51.139
AR,Chaco Province,Parks,-0.947,-6.262,-16.682,15.483,-2.281,-4.722,-3.321,1.164,4.347,1.036,10.506,2.043,8.439,1.194,13.245,7.217,3.802,11.888,-2.91,-11.016,-19.59,-35.154,-36.783,-49.439,-63.135,-66.746,-74.965,-79.483,-85.373,-82.61,-83.32,-75.946,-78.539,-78.9,-77.69,-82.534,-73.827,-78.998,-68.019,-78.46,-67.812,-70.386,-76.639
AR,Chaco Province,Residential,-0.081,3.942,4.928,-2.042,-0.174,-1.039,1.248,2.247,-1.258,-0.415,-1.394,-0.742,-2.015,0.698,1.132,0.92,-1.266,-1.289,0.315,1.581,4.306,8.635,7.312,10.193,17.084,18.889,24,23.211,23.785,25.444,25.792,22.531,24.757,27.981,24.684,23.948,22.453,24.321,20.621,25.223,23.756,21.413,20.989
AR,Chaco Province,Retail & recreation,3.211,-21.585,-21.035,6.91,-1.102,-1.358,5.93,0.48,4.855,4.638,4.779,4.488,8.198,11.068,17.054,5.908,10.191,5.211,-1.989,-8.417,-10.634,-27.354,-29.219,-37.608,-59.919,-62.027,-72.617,-74.719,-79.993,-80.784,-81.773,-74.691,-77.372,-80.039,-76.125,-79.144,-72.214,-77.371,-69.45,-76.431,-69.222,-66.616,-71.651
AR,Chaco Province,Transit stations,9.123,-18.134,3.43,3.968,-9.51,-9.676,-11.051,-6.755,-10.83,-3.427,-10.197,-9.51,-8.187,-20.261,-14.187,-14.356,-10.57,-14.73,-14.944,-21.338,-28.683,-32.769,-35.011,-40.856,-62.605,-76.085,-86.599,-88.683,-91.89,-92.19,-89.999,-87.251,-88.857,-90.321,-88.683,-91.553,-89.923,-90.284,-86.118,-88.314,-85.606,-84.736,-89.526
AR,Chaco Province,Workplace,-0.625,-40.179,-34.537,14.412,13.333,13.444,2.398,1.264,18.286,16.166,18.14,17.71,17.572,4.831,5.271,5.438,17.318,18.423,16.531,12.197,0.198,-8.295,-4.335,-16.212,-39.769,-45.983,-56.437,-52.196,-50.94,-69.958,-71.328,-61.266,-62.06,-64.251,-55.014,-48.478,-58.489,-66.775,-55.278,-61.078,-52.78,-44.126,-40.407
AR,Chubut Province,Grocery & pharmacy,-1.584,-13.426,-15.557,-8.808,-3.537,4.982,-0.337,-1.635,0.558,-0.512,-3.157,2.449,10.276,7.349,4.957,4.701,3.229,-0.273,2.565,8.642,6.787,9.453,-2.112,-17.487,-21.941,-13.564,-44.803,-51.481,-59.633,-59.084,-61.048,-52.806,-53.362,-47.061,-43.607,-91.16,-46.255,-54.904,-48.169,-48.97,-41.612,-40.345,-59.121
AR,Chubut Province,Parks,4.024,-14.718,7.963,-4.233,-8.9,-19.213,-7.176,3.479,-23.958,-13.133,-8.148,-19.043,-24.724,-33.311,-19.714,-37.122,-19.959,-9.735,-27.56,-45.197,-40.158,-27.285,-54.456,-56.257,-63.387,-71.005,-85.748,-89.862,-92.36,-92.15,-89.555,-85.503,-86.603,-87.087,-88.941,-94.406,-88.962,-87.798,-83.598,-84.211,-83.543,-86.965,-91.883
AR,Chubut Province,Residential,-1.061,8.844,5.279,-2.27,-0.431,0.045,1.116,-1.781,-1.207,-1.566,-1.215,-0.889,-0.519,3.777,2.289,1.385,-0.881,-0.697,0.588,2.329,5.879,5.31,8.425,10.294,13.686,15.828,29.389,29.551,26.464,32.714,31.306,28.946,29.829,32.232,29.716,28.255,29.321,29.631,27.1,28.522,30.241,28.231,25.406
AR,Chubut Province,Retail & recreation,7.947,-16.097,-16.993,-6.61,-2.484,-1.06,-1.037,-5.273,-2.495,-2.772,-3.555,-1.676,2.42,-1.393,0.565,-3.594,-1.506,-4.171,-9.937,-14.791,-11.602,-22.675,-32.878,-40.554,-47.65,-49.74,-78.603,-82.31,-87.27,-86.635,-86.653,-80.024,-81.051,-78.847,-78.898,-92.467,-77.993,-82.706,-76.616,-76.632,-74.769,-75.895,-86.478
AR,Chubut Province,Transit stations,-15.929,-30.853,-25.502,-10.588,-2.129,1.686,-9.318,-10.844,-5.402,-3.532,0.989,-8.764,-3.362,-16.38,-10.844,-9.681,0.509,-1.967,-7.579,-6.487,-17.793,-18.302,-29.501,-26.259,-33.987,-46.916,-81.727,-86.155,-87.115,-90.312,-89.643,-86.449,-88.148,-86.294,-85.59,-93.217,-87.834,-89.895,-85.957,-86.015,-84.612,-83.612,-87.454
AR,Chubut Province,Workplace,-6.013,-51.672,-48.281,3.344,10.613,11.196,3.154,-7.387,14.437,14.214,14.343,14.425,12.948,1.521,-2.232,7.492,13.744,14.163,12.914,11.553,1.296,-7.473,-5.127,-12.151,-20.524,-28.128,-57.546,-55.235,-54.896,-75.781,-76.093,-63.838,-64.244,-62.374,-54.842,-61.597,-63.672,-71.211,-58.77,-59.424,-57.331,-48.817,-50.687
AR,Cordoba,Grocery & pharmacy,13.302,-15.383,-12.62,1.786,-3.099,-1.037,0.773,1.237,-2.437,-1.04,-2.359,-1.732,0.723,3.272,-0.597,-2.568,1.636,-10.957,0.699,4.177,6.756,2.139,-1.527,-19.663,-15.141,-1.056,-46.346,-52.2,-65.719,-66.79,-66.855,-58.417,-54.516,-52.531,-51.922,-65.653,-56.165,-63.873,-50.447,-50.923,-46.243,-45.174,-59.779
AR,Cordoba,Parks,17.024,31.765,-9.848,-9.665,-13.194,-13.278,-14.773,-20.709,-18.241,-20.421,-19.619,-18.503,-14.881,-19.347,-18.675,-17.311,-19.414,-34.909,-24.41,-22.073,-37.881,-65.786,-45.45,-58.32,-51.87,-55.46,-79.348,-85.461,-90.633,-88.157,-88.527,-86.417,-83.389,-81.045,-84.695,-89.836,-82.621,-85.87,-81.44,-80.768,-77.785,-81.339,-87.519
AR,Cordoba,Residential,1.794,5.588,5.559,-1.952,-0.236,-1.017,2.16,3.694,-1.441,-1.967,-1.885,-1.809,-3.196,1.671,1.749,-1.313,-2.664,-0.728,-1.538,-1.526,6.01,12.143,8.372,11.632,11.975,12.776,29.226,29.191,30.301,32.323,30.875,29.679,30.448,32.257,30.207,30.438,28.994,29.913,27.713,28.945,30.333,28.15,28.676
AR,Cordoba,Retail & recreation,12.993,-6.808,-11.753,-1.972,-6.67,-0.249,2.615,-9.162,-7.89,-6.493,-9.373,-9.057,-0.345,1.423,-3.609,-7.385,-4.259,-18.638,-12.339,-9.95,-16.811,-43.274,-34.84,-45.603,-44.575,-45.979,-79.622,-82.828,-88.369,-88.308,-88.145,-85.549,-83.496,-81.85,-82.53,-88.113,-81.929,-85.533,-80.073,-80.132,-77.459,-77.79,-85.079
AR,Cordoba,Transit stations,-5.099,-17.154,-6.51,4.686,-3.579,-4.331,-11.954,-16.64,-3.482,-4.722,-6.419,-6.05,-3.469,-12.963,-16.572,-4.263,-5.393,-11.67,-9.755,-10.1,-25.165,-42.359,-33.831,-42.813,-43.749,-47.773,-81.225,-85.043,-89.517,-90.05,-89.396,-87.184,-86.038,-85.416,-87.03,-90.955,-86.385,-88.534,-84.147,-84.246,-82.803,-84.034,-89.004
AR,Cordoba,Workplace,-2.963,-53.208,-45.43,16.69,15.568,17.102,3.166,-2.513,22.998,22.607,24.171,22.998,24.839,2.96,-1.692,21.86,23.771,22.625,22.908,22.618,-0.408,-14.429,-0.592,-10.742,-14.931,-21.344,-58.483,-56.84,-58.189,-78.032,-78.573,-68.042,-66.732,-64.699,-58.176,-57.213,-66.699,-75.552,-62.82,-62.496,-60.298,-52.058,-52.167
AR,Corrientes,Grocery & pharmacy,10.191,-5.825,-14.773,-0.255,-4.337,-1.712,-0.33,-0.614,-0.799,-1.546,-0.844,-4.372,-2.922,-3.848,-4.927,-3.276,-1.84,-1.653,-4.302,-4.402,-8.196,-4.595,-6.699,-19.452,-25.991,-13.014,-49.04,-57.449,-67.676,-66.495,-67.942,-56.763,-58.885,-55.124,-51.707,-62.51,-51.928,-58.841,-47.755,-53.742,-45.377,-45.401,-56.017
AR,Corrientes,Parks,11.945,30.195,-8.517,2.204,-4.789,-12.933,-16.043,-16.335,-9.596,-10.396,-6.097,-11.349,-15.549,-20.621,-18.03,-13.962,-14.654,-9.729,-18.501,-26.556,-37.708,-47.265,-48.157,-54.729,-60.183,-59.576,-79.715,-86.662,-90.879,-87.332,-86.664,-81.649,-81.444,-81.986,-84.875,-88.316,-80.383,-81.842,-76.071,-79.198,-76.704,-81.301,-86.187
AR,Corrientes,Residential,0.564,3.016,4.372,-2.32,-0.515,-0.98,0.803,3.084,-2.758,-2.227,-3.055,-2.102,-2.46,1.667,3.212,-2.591,-2.816,-3.104,-1.543,-0.692,4.553,8.778,6.173,8.054,10.638,12.034,22.628,24.508,26.017,25.805,25.622,22.625,24.271,25.604,24.608,25.25,21.962,22.982,19.731,22.693,22.992,22.234,22.632
AR,Corrientes,Retail & recreation,24.159,2.333,-13.657,2.816,-2.102,2.863,4.675,-4.03,-0.324,-3.366,-3.297,-5.459,-4.11,-7.032,-5.825,-4.39,-5.818,-6.675,-12.571,-14.898,-20.72,-34.046,-31.362,-40.193,-47.318,-44.301,-72.154,-79.434,-83.936,-83.436,-83.781,-76.755,-77.61,-76.31,-76.518,-80.377,-72.186,-76.48,-68.497,-72.476,-67.975,-69.507,-75.999
AR,Corrientes,Transit stations,-3.897,-12.993,-3.948,5.429,-4.52,-4.914,-7.553,-14.402,-7.149,-8.608,-12.324,-9.728,-9.822,-16.672,-21.018,-10.071,-14.343,-8.701,-13.547,-23.012,-32.396,-36.193,-33.123,-38.357,-44.933,-48.269,-77.92,-86.484,-91.057,-90.915,-90.687,-84.789,-84.381,-83.748,-84.912,-89.111,-86.369,-86.386,-80.803,-82.992,-81.908,-83.654,-87.944
AR,Corrientes,Workplace,-0.544,-37.007,-31.062,20.257,18.752,19.034,4.958,2.956,27.653,27.452,31.126,28.916,29.29,3.78,3.137,27.9,30.296,31.095,27.403,25.911,0.731,-6.821,1.388,-8.898,-18.351,-21.961,-47.15,-52.034,-51.178,-68.983,-69.552,-57.39,-58.259,-55.989,-51.668,-46.953,-55.248,-63.193,-49.878,-53.086,-47.211,-43.213,-39.409
AR,Entre Rios,Grocery & pharmacy,26.583,-3.157,-11.545,5.365,-1.07,0.09,2.091,-1.456,3.359,3.098,6.156,2.808,5.124,2.159,-0.271,3.409,3.221,1.929,1.143,3.169,4.113,5.147,4.762,-23.636,-9.146,8.28,-42.492,-52.985,-66.269,-64.759,-68.134,-47.835,-55.386,-53.525,-51.759,-64.508,-51.927,-61.791,-43.904,-46.251,-40.447,-41.761,-56.719
AR,Entre Rios,Parks,56.289,126.572,41.944,-2.087,-10.27,-13.088,-12.964,-15.833,-16.195,-18.467,-12.816,-17.141,-13.842,-18.27,-14.25,-16.322,-20.912,-23.807,-22.894,-25.9,-44.905,-62.419,-44.045,-65.978,-57.993,-63.244,-83.007,-89.676,-93.432,-89.783,-90.007,-84.751,-86.375,-86.364,-89.782,-93.147,-85.204,-87.73,-82.232,-83.219,-81.945,-86.852,-91.278
AR,Entre Rios,Residential,0.504,2.269,4.119,-1.629,-0.266,-0.363,1.663,3.474,-0.469,0.013,-0.646,-2.325,-2.77,1.686,3.046,-0.357,-2.038,-2.318,0.084,0.492,6.191,12.923,5.523,10.73,11.245,11.162,24.48,26.303,29.114,27.176,27.164,23.509,25.164,27.682,27.412,29.053,23.379,25.483,22.192,23.658,25.02,24.945,26.906
AR,Entre Rios,Retail & recreation,40.663,19.474,-3.531,1.926,-2.027,-0.959,-0.437,-5.282,0.22,-3.531,-4.075,-3.297,-0.549,-2.34,-2.136,-1.112,-3.218,-10.667,-8.95,-10.552,-20.912,-41.809,-24.398,-45.868,-42.584,-40.453,-75.543,-82.323,-88.09,-85.988,-86.672,-78.808,-80.392,-79.306,-81.214,-86.668,-76.728,-82.317,-73.801,-73.619,-71.218,-74.503,-82.511
AR,Entre Rios,Transit stations,-0.511,-2.157,7.935,24.342,10.736,4.91,4.214,-0.511,3.662,0.679,10.261,2.011,8.25,-1.407,1.525,3.446,2.946,6.92,2.011,-0.787,-15.927,-26.465,-23.278,-40.818,-36.517,-40.941,-79.373,-82.906,-84.735,-85.778,-82.315,-79.477,-82.776,-86.249,-85.716,-89.569,-84.054,-84.355,-78.284,-80.091,-80.945,-78.456,-82.19
AR,Entre Rios,Workplace,2.479,-46.049,-40.78,13.649,13.061,15.049,3.024,1.529,16.89,15.285,16.188,21.94,23.489,4.14,3.346,16.165,23.377,23.209,18.095,18.455,1.008,-8.963,4.677,-9.124,-15.514,-20.304,-50.327,-52.532,-56.009,-73.434,-73.6,-58.363,-59.018,-57.495,-54.112,-53.655,-57.595,-68.606,-52.613,-53.222,-49.559,-45.151,-46.054
AR,Formosa Province,Grocery & pharmacy,-0.799,-12.175,-18.91,-6.421,-3.579,-0.8,7.334,9.235,7.042,12.635,0.41,5.109,6.548,2.161,7.981,-0.523,7.817,-3.459,-0.513,-1.519,-4.094,6.612,0.433,-8.456,-36.545,-6.304,-40.496,-52.202,-61.233,-59.653,-60.638,-54.981,-52.301,-55.113,-50.118,-52.909,-45.915,-47.82,-42.388,-50.172,-32.429,-31.584,-39.91
AR,Formosa Province,Parks,-7.981,3.088,-37.558,-12.138,0.247,-0.614,7.573,-3.039,3.86,-5.85,-11.696,0.977,-8.844,-3.981,-8.361,1.289,-5.85,-17.436,0.003,-9.873,-15.534,-29.845,-28.531,-40.728,-63.794,-52.552,-70.984,-78.085,-85.358,-80.202,-82.924,-78.805,-76.396,-79.009,-74.897,-81.936,-70.177,-72.192,-70.195,-73.233,-65.429,-67.726,-78.134
AR,Formosa Province,Residential,0.9,3.52,6.103,-0.49,-0.821,-1.303,0.182,2.152,-2.963,-2.627,-1.291,-2.684,-2.823,1.276,2.169,-2.5,-3.151,-1.245,-2.333,-1.928,3.005,5.453,4.127,5.371,14.536,11.301,20.415,21.524,21.868,22.952,22.529,22.53,20.669,24.259,22.284,21.003,19.54,19.278,18.938,20.835,19.624,18.443,18.206
AR,Formosa Province,Retail & recreation,-10.165,-16.037,-25.932,-8.606,-2.286,0.703,7.041,-1.114,3.281,5.159,-6.222,0.299,2.597,-1.296,-1.633,-1.832,2.415,-10.873,-5.594,-8.664,-12.43,-23.295,-24.118,-29.917,-56.222,-44.018,-68.22,-75.972,-80.194,-79.484,-79.949,-76.629,-74.866,-77.424,-75.351,-76.485,-69.762,-70.087,-66.455,-72.521,-61.723,-62.663,-68.992
AR,Formosa Province,Transit stations,NA,-17.541,-16.664,-3.843,0.003,8.623,18.003,NA,-7.014,5.559,-1.92,3.574,-1.721,16.003,NA,-7.014,-3.701,-3.843,0.003,-6.894,-3.997,-21.948,-21.05,-29.626,-34.613,-39.283,-60.342,-61.997,-68.29,-73.682,-70.367,-63.459,-67.854,-70.687,-61.997,-70.729,-68.419,-66.664,-59.612,-71.426,-55.17,-47.997,-63.411
AR,Formosa Province,Workplace,-2.076,-30.797,-30.826,18.632,18.155,18.523,6.305,4.525,27.878,26.372,29.131,27.969,28.131,3.952,3.425,28.917,29.302,29.004,29.188,26.488,2.691,-3.176,10.398,0.193,-22.981,-21.165,-44.941,-47.393,-45.108,-63.546,-64.584,-53.135,-52.724,-54.359,-47.141,-37.284,-49.055,-56.24,-43.276,-49.452,-40.453,-35.124,-30.316
AR,Jujuy,Grocery & pharmacy,16.277,-11.61,-20.519,10.928,9.878,5.978,3.992,1.293,6.981,4.323,4.899,2.74,-0.058,2.699,4.59,4.79,11.977,11.4,14.637,9.915,6.343,-4.701,-1.012,-10.608,-18.74,-13.123,-51.447,-52.385,-58.944,-67.676,-66.251,-53.904,-57.783,-54.964,-51.679,-55.048,-56.427,-65.122,-47.817,-57.355,-46.093,-38.511,-40.264
AR,Jujuy,Parks,72.903,84.344,12.022,3.379,5.255,6.106,-10.913,-17.27,-3.438,-9.808,3.653,-5.08,-4.183,-5.345,-10.977,-1.148,-4.813,-5.03,-15.687,-12.301,-26.864,-42.135,-39.314,-47.827,-58.136,-60.381,-77.17,-80.286,-83.269,-83.874,-84.181,-79.342,-81.051,-78.456,-79.684,-82.578,-79.102,-82.516,-76.417,-79.873,-72.186,-74.943,-78.127
AR,Jujuy,Residential,-0.954,1.983,2.664,-0.433,-0.682,-1.238,1.94,4.704,-2.434,-1.808,-1.454,-1.491,-1.964,1.418,2.948,-2.116,-3.186,-2.318,-1.297,-1.17,5.06,8.679,6.821,9.109,14.606,15.844,26.26,27.143,26.86,27.956,27.712,26.098,27.324,28.283,27.764,27.096,24.93,26.661,23.571,25.613,25.34,24.488,23.411
AR,Jujuy,Retail & recreation,48.187,19.133,-15.409,3.811,6.764,5.525,-5.19,-5.741,5.759,-1.991,-1.964,-3.537,-1.724,-10.227,-7.569,0.721,2.331,0.408,-8.587,-5.442,-18.662,-30.39,-28.238,-37.403,-49.16,-52.264,-75.547,-79.733,-81.174,-83.255,-82.748,-76.728,-79.928,-76.223,-78.153,-80.281,-76.333,-81.005,-72.776,-78.905,-69.802,-71.477,-72.759
AR,Jujuy,Transit stations,44.877,24.939,30.813,32.879,23.037,16.951,4.609,-2.491,8.399,2.165,3.29,2.712,5.087,-10.567,-13.848,-0.252,4.056,0.276,-5.418,-2.177,-22.22,-31.3,-32.822,-29.998,-38.628,-47.965,-79.417,-86.99,-91.411,-91.346,-90.538,-85.751,-88.616,-85.954,-89.158,-91.688,-87.275,-88.376,-83.559,-87.802,-84.017,-83.467,-89.471
AR,Jujuy,Workplace,-0.369,-43.846,-44.382,7.589,11.888,13.304,2.071,1.296,23.103,23.063,23.804,24.638,25.933,6.4,4.164,26.262,26.41,26.333,23.866,22.383,2.636,-4.439,-0.187,-9.032,-26.693,-34.3,-54.067,-51.631,-47.27,-69.401,-70.563,-59.078,-61.07,-57.707,-51.003,-44.495,-57.708,-66.482,-53.297,-57.985,-50.067,-42.533,-35.522
AR,La Pampa,Grocery & pharmacy,-0.524,-31.499,-29.151,-1.671,1.188,7.032,14.664,2.355,13.852,8.59,-0.168,6.215,8.232,13.162,12.041,8.064,7.528,-4.846,6.398,8.146,19.08,5.235,14.515,-9.846,-13.201,6.672,-35.764,-42.668,-73.037,-72.012,-72.009,-45.866,-51.737,-46.227,-45.054,-72.252,-54.175,-65.252,-44.361,-43.237,-37.737,-36.485,-64.137
