Country,location,category,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05
TR,Turkey,Parks,21.106,7.411,12.282,15.175,6.873,5.81,-16.244,35.042,17.837,22.901,15.67,9.901,17.042,34.12,68.226,23.742,4.268,15.283,25.425,11.199,9.54,3.215,-12.668,-18.638,-29.197,-28.087,-27.213,-31.915,-32.539,-31.928,-38.995,-37.607,-31.561,-39.562,-56.548,-58.392,-39.196,-45.488,-46.565,-46.272,-46.701,-59.895,-61.112
TR,Turkey,Residential,0.022,-1.344,-2.008,-1.99,-1.257,-0.654,2.18,-0.184,-1.955,-3.001,-2.126,-1.735,-1.607,-2.039,-3.188,-2.626,-2.058,-2.017,-2.291,-0.237,1.396,1.879,4.723,7.589,10.849,12.801,15.75,14.786,13.006,16.287,18.021,19.178,18.899,21.901,20.416,17.425,20.54,20.732,22.06,22.697,24.958,23.029,18.88
TR,Turkey,Retail & recreation,6.791,2.721,3.053,1.412,-2.151,-2.962,-5.694,8.818,6.117,6.639,2.295,2.944,5.749,12.927,18.209,8.282,2.036,3.137,6.014,-2.094,-6.648,-15.344,-12.249,-26.129,-36.701,-40.634,-45.058,-51.731,-63.726,-51.266,-57.206,-58.13,-56.599,-59.248,-66.415,-74.52,-57.279,-60.543,-61.38,-61.981,-62.319,-69.521,-75.985
TR,Turkey,Transit stations,3.232,3.406,4.493,2.832,3.076,-0.246,-9.726,3.416,6.605,5.929,3.79,3.797,4.232,8.669,12.218,7.521,0.535,2.748,5.927,1.885,-3.631,-15.535,-13.98,-22.232,-32.696,-37.851,-41.412,-46.344,-54.601,-48.5,-53.888,-55.028,-54.741,-57.42,-62.672,-71.307,-58.041,-61.21,-62.005,-64.11,-63.778,-69.644,-75.61
TR,Turkey,Workplaces,6.668,8.662,9.029,10.354,11.426,7.865,7.36,6.793,9.661,9.792,10.674,12.083,9.485,10.083,8.283,9.922,9.556,10.637,11.809,6.442,3.739,0.56,-11.734,-19.451,-22.702,-25.128,-29.623,-25.75,-35.06,-37.497,-42.495,-43.199,-42.841,-44.761,-40.091,-44.94,-46.956,-48.788,-49.365,-49.667,-50.474,-46.357,-47.694
US,United States,Grocery & pharmacy,3.124,0.717,1.222,2.464,3.429,3.392,7.349,8.816,6.123,9.87,6.172,7.314,2.71,8.366,7.457,6.474,7.467,10.072,22.608,25.884,18.339,11.804,21.23,13.762,7.594,6.668,5.161,-1.731,-13.413,-10.195,-11.921,-14.705,-13.802,-16.054,-18.931,-22.299,-17.564,-15.693,-10.815,-11.209,-11.795,-14.975,-20.249
US,United States,Parks,22.982,9.233,9.106,5.209,12.251,9.685,20.717,17.755,10.253,20.048,17.146,21.099,11.63,29.301,40.308,31.053,18.24,26.313,19.057,4.332,2.665,4.734,-1,7.847,6.272,1.505,-2.34,-2.889,-11.594,-22.538,-9.906,-7.404,2.884,-7.085,-25.226,-18.639,-14.57,-16.072,-7.344,-8.52,-20.61,-23.779,-20.271
US,United States,Residential,-0.823,0.04,-0.138,-0.63,-0.459,-1.284,-1.858,-1.49,-0.571,-0.914,-0.653,-0.665,-0.558,-1.319,-1.065,0.242,0.625,0.185,1.093,2.836,3.105,3.391,7.6,10.739,12.635,14.618,16.226,11.522,10.516,17.284,18.785,19.285,19.859,21.004,14.636,12.185,18.984,20.218,19.779,20.952,22.228,15.164,12.55
US,United States,Retail & recreation,6.813,1.709,4.031,7.34,7.503,7.996,11.518,12.864,7.283,10.78,8.295,7.989,5.342,9.604,9.783,5.875,6.129,7.546,6.366,1.514,-6.332,-9.351,-7.559,-18.104,-23.678,-27.935,-31.57,-39.651,-43.665,-37.508,-39.158,-40.02,-40.277,-42.101,-47.734,-46.961,-40.197,-39.983,-37.299,-39.891,-41.889,-48.466,-48.911
US,United States,Transit stations,4.992,1.285,2.155,3.498,4.013,5.34,7.367,6.691,1.694,2.976,2.316,2.413,1.701,6.718,5.383,-0.971,-2.587,-2.158,-6.292,-10.247,-9.845,-13.214,-22.047,-26.256,-30.283,-35.502,-36.831,-35.842,-43.575,-47.465,-45.851,-47.242,-47.915,-49.006,-49.306,-51.399,-50.356,-49.42,-47.939,-50.559,-51.329,-50.208,-53.68
US,United States,Workplaces,2.238,2.776,1.899,2.198,1.834,2.428,4.403,2.954,2.979,2.024,2.578,2.518,2.007,4.586,1.68,-0.471,-1.549,-1.159,-2.903,-6.855,-0.989,-6.666,-19.867,-26.753,-30.611,-33.412,-35.535,-23.993,-31.217,-41.188,-44.553,-45.844,-46.601,-46.307,-33.727,-37.647,-47.603,-49.328,-49.233,-49.853,-49.575,-36.657,-40.031
ZA,South Africa,Grocery & pharmacy,-6.354,-13.296,-1.495,-0.721,4.557,10.896,14.082,21.255,5.199,4.935,4.903,6.566,7.86,5.602,2.817,-7.396,-8.053,-7.615,-5.498,1.898,1.027,-0.08,1.43,-4.112,-4.344,-4.679,0.623,-6.442,-10.389,-4.331,18.061,33.645,59.474,-60.858,-59.76,-60.044,-51.034,-46.762,-42.446,-40.523,-42.107,-51.515,-51.42
ZA,South Africa,Parks,-20.793,-10.143,-4.721,-4.496,-5.905,-6.435,-8.395,-3.225,-6.986,-1.32,-1.223,-0.968,1.106,-3.37,-11.955,-11.189,-8.661,-6.839,-5.99,-5.269,-10.108,-17.847,-18.317,-15.725,-12.074,-10.18,-13.962,-21.286,-23.498,-15.267,-15.69,-13.177,-9.349,-47.02,-58.559,-55.157,-41.579,-40.16,-37.6,-38.226,-43.271,-57.252,-53.273
ZA,South Africa,Residential,2.833,0.614,-0.822,-0.987,-0.63,-2.385,-2.286,-1.196,0.553,-0.526,-0.068,0.023,-1.465,-0.27,1.836,0.833,-0.916,-1.863,-2.227,-3.647,-0.595,2.176,3.482,4.798,7.151,9.145,8.835,8.486,8.546,11.185,9.279,7.452,6.141,40.343,27.951,23.929,36.461,34.848,34.916,36.55,38.379,26.499,22.351
ZA,South Africa,Retail & recreation,-9.238,-11.163,-0.62,0.503,5.811,12.196,19.699,18.326,4.012,2.272,2.575,4.204,6.559,7.875,-0.912,-8.275,-9.082,-8.499,-5.736,1.14,1.848,-5.985,-9.579,-14.537,-14.368,-15.672,-14.02,-23.669,-30.872,-20.211,-7.457,8.953,15.519,-80.242,-79.78,-79.274,-72.729,-71.508,-69.728,-69.577,-71.513,-76.589,-75.913
ZA,South Africa,Transit stations,-12.183,-2.237,2.19,4.304,6.421,16.822,8.101,8.591,10.434,10.965,8.921,9.153,12.529,2.081,-5.363,1.233,0.448,-2.328,-4.311,-0.695,-8.406,-13.839,-10.892,-13.511,-15.906,-19.757,-19.043,-26.097,-36.434,-33.249,-27.59,-19.307,-25.557,-80.511,-78.802,-80.302,-79.423,-77.899,-77.371,-77.874,-77.944,-77.026,-78.001
ZA,South Africa,Workplaces,-0.602,4.742,5.427,5.112,4.617,4.21,5.161,7.224,6.976,8.741,8.132,7.95,7.682,6.466,3.426,6.247,5.258,3.541,2.834,2.715,3.719,1.691,1.527,-2.549,-8.412,-13.648,-15.343,-17.755,-10.927,-21.439,-21.717,-24.291,-31.774,-75.17,-57.958,-48.652,-74.169,-73.818,-72.935,-73.331,-72.745,-55.095,-44.329
