Country,location,category,codes,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,headline_percent
UK,Brighton and Hove,workplace,GB,-6,-13,-13,-13,-14,-15,-2,-2,-2,1,1,0,-0,-2,0,-0,1,0,-2,0,0,-2,-0,-3,-2,-2,-7,-6,-8,-13,-24,-33,-38,-39,-34,-41,-56,-68,-73,-74,-74,-64,-64,-64
UK,Brighton and Hove,residential,GB,3,2,2,2,3,2,0,-0,1,0,-0,0,1,0,-1,-0,0,1,3,-1,0,-1,1,2,2,2,3,3,2,4,10,13,15,17,13,11,20,26,28,29,30,NA,NA,30
UK,Buckinghamshire,retail_recr,GB,-16,9,6,4,4,5,-2,-6,-4,1,-0,-0,-0,3,5,4,2,-1,-1,5,-1,-0,1,1,3,2,-1,-5,-17,-0,-12,-16,-18,-25,-45,-55,-42,-66,-68,-70,-73,-81,-85,-85
UK,Buckinghamshire,grocery_pharm,GB,-12,-1,-4,-4,-5,-4,-5,-4,-2,4,-1,-1,-1,1,2,5,4,5,3,6,2,2,4,6,5,13,13,9,5,25,27,31,33,13,3,-11,-6,-22,-25,-26,-28,-38,-45,-45
UK,Buckinghamshire,parks,GB,-40,10,5,-2,-3,8,-2,-0,-7,-6,-4,-5,-10,-21,18,2,4,-8,-8,6,13,4,4,-5,13,7,3,4,-20,21,4,7,-9,2,32,38,11,-8,-6,10,-17,-42,-43,-43
UK,Buckinghamshire,transit,GB,-10,-3,-5,-3,-5,-2,3,2,-0,-0,-2,-1,0,-3,20,-2,-3,-2,-6,-0,-2,6,-5,-6,-7,-9,-11,-18,-21,-18,-31,-38,-40,-39,-42,-37,-49,-63,-66,-68,-69,-73,-74,-74
UK,Buckinghamshire,workplace,GB,-4,-18,-17,-18,-19,-19,-4,-1,-1,1,0,-1,-1,-2,-0,1,1,0,-0,0,1,-0,0,-1,-1,-3,-5,-4,-8,-10,-19,-26,-31,-32,-26,-33,-50,-63,-67,-69,-69,-58,-57,-56.99999999999999
UK,Buckinghamshire,residential,GB,1,2,3,3,4,3,-0,-0,1,0,0,1,1,0,-1,-0,0,1,1,0,-0,-0,1,1,1,2,3,3,3,5,10,13,15,15,12,10,20,27,29,30,31,20,16,16
UK,Caerphilly County Borough,retail_recr,GB,-17,3,2,1,3,2,-2,-2,-7,-2,3,7,-4,4,10,9,6,4,7,9,1,2,0,-2,5,2,3,-4,-8,3,-13,-17,-13,-18,-34,-43,-33,-68,-69,-70,-70,-80,-78,-78
UK,Caerphilly County Borough,grocery_pharm,GB,-10,-6,-6,-4,-3,-2,-2,-1,-4,9,2,3,1,5,0,2,2,3,5,7,2,0,6,6,7,13,13,6,6,17,17,21,21,9,10,-11,-10,-26,-25,-27,-28,-36,-41,-41
UK,Caerphilly County Borough,parks,GB,NA,NA,-12,-22,NA,-15,-15,-24,NA,NA,NA,NA,-33,-27,-6,NA,NA,NA,NA,15,-2,-19,NA,-12,0,NA,2,-10,-30,NA,-26,-33,-19,-15,12,-4,NA,-26,-24,-12,-27,-53,-52,-52
UK,Caerphilly County Borough,transit,GB,-18,-8,-10,-15,-15,-13,-8,-4,-8,1,-4,-6,-12,-19,-5,1,3,-7,-5,-1,-6,-1,-6,-0,-8,-9,-6,-14,-14,-10,-24,-30,-33,-32,-35,-12,-40,-54,-60,-60,-60,-65,-54,-54
UK,Caerphilly County Borough,workplace,GB,-6,-17,-15,-17,-16,-17,-3,-6,-3,-0,-1,1,-1,0,2,1,2,1,1,0,1,-2,0,-0,-0,-2,-4,-1,-6,-6,-10,-18,-22,-25,-21,-25,-40,-52,-59,-60,-62,-52,-47,-47
UK,Caerphilly County Borough,residential,GB,NA,3,3,3,3,3,1,-0,1,1,1,0,2,1,-0,-0,-0,1,0,-1,-0,-1,1,1,1,2,1,3,NA,2,6,9,10,11,9,NA,15,21,24,24,25,NA,NA,25
UK,Cambridgeshire,retail_recr,GB,-10,14,7,9,8,9,-3,-2,-0,-0,1,3,-0,2,7,7,2,2,2,7,-1,7,2,-0,2,2,-1,-12,-18,-4,-19,-27,-25,-34,-56,-62,-48,-73,-75,-76,-78,-86,-87,-87
UK,Cambridgeshire,grocery_pharm,GB,-9,-0,-3,-4,-5,-2,-5,-5,-2,4,-2,-2,-3,-2,-1,2,0,1,1,3,-1,2,2,6,4,10,9,4,2,19,23,22,23,12,-1,-15,-7,-22,-25,-28,-29,-42,-48,-48
UK,Cambridgeshire,parks,GB,-38,22,15,10,-5,15,6,-7,-11,0,5,-3,-15,-12,19,12,7,3,-12,18,16,80,-2,3,18,3,8,7,-20,18,7,-11,-6,0,13,11,3,-11,-7,-8,-19,-52,-51,-51
UK,Cambridgeshire,transit,GB,-7,2,1,2,2,3,8,12,-2,-1,0,2,3,-1,10,-0,-2,0,-1,3,9,17,-1,-5,-4,-7,-9,-16,-18,-19,-30,-38,-40,-45,-51,-53,-56,-65,-71,-72,-74,-78,-79,-79
UK,Cambridgeshire,workplace,GB,-4,-17,-15,-15,-16,-17,-3,-2,-1,1,1,-1,-1,-1,0,0,1,1,0,0,2,1,-0,-0,-1,-2,-6,-4,-6,-12,-20,-29,-34,-36,-27,-30,-51,-61,-66,-69,-69,-55,-54,-54
UK,Cambridgeshire,residential,GB,1,2,2,2,3,3,0,-0,1,0,0,1,1,1,-1,0,0,1,1,0,0,-1,1,1,2,2,3,3,3,5,9,13,15,16,11,9,20,26,28,29,30,20,16,16
UK,Cardiff,retail_recr,GB,-13,7,7,3,10,9,20,1,-10,-9,-2,2,-10,-4,-1,9,4,-1,-1,-0,-8,-5,-4,-1,3,-6,-6,-9,-12,-7,-26,-35,-36,-44,-62,-66,-56,-76,-78,-78,-82,-87,-86,-86
UK,Cardiff,grocery_pharm,GB,-7,1,-1,-1,-1,1,-2,-3,-4,1,-1,1,-4,3,3,2,4,1,5,7,-0,2,1,2,5,9,12,9,7,17,16,13,15,3,-5,-18,-17,-30,-33,-34,-32,-41,-45,-45
UK,Cardiff,parks,GB,-15,4,8,-12,-1,14,43,11,-12,-3,3,14,-19,-12,2,6,12,-17,-3,10,-3,15,-12,-10,5,-11,4,-2,-12,15,-21,-39,-33,-23,-25,-15,-25,-37,-35,-32,-43,-65,-48,-48
UK,Cardiff,transit,GB,-7,-2,-4,-6,-5,6,30,18,1,-1,-1,1,1,-9,6,3,0,-3,-2,4,-1,4,-3,-2,-5,-9,-5,-16,-8,-16,-34,-45,-49,-52,-61,-55,-63,-75,-78,-79,-80,-82,-79,-79
UK,Cardiff,workplace,GB,-2,-14,-13,-13,-14,-15,-1,-0,-2,1,1,1,-2,2,2,-0,1,1,1,0,1,2,-2,-1,-2,-3,-6,-4,-6,-10,-20,-30,-36,-40,-32,-34,-54,-66,-70,-72,-71,-61,-59,-59
UK,Cardiff,residential,GB,1,2,2,3,3,3,-0,-0,1,0,-0,-0,1,1,-1,-0,0,1,1,0,0,-1,1,2,1,2,3,3,3,4,9,13,15,16,12,10,19,26,28,29,30,21,17,17
UK,Carmarthenshire,retail_recr,GB,-9,10,7,5,10,5,-1,4,-0,3,2,10,-2,5,8,7,5,0,4,5,2,6,-1,1,0,6,1,-3,-5,2,-13,-17,-16,-21,-37,-47,-37,-66,-69,-68,-71,-78,-81,-81
UK,Carmarthenshire,grocery_pharm,GB,-2,3,1,-4,1,1,-2,-1,-0,6,-2,0,-2,5,2,1,2,2,7,5,3,2,-0,4,2,16,15,19,15,24,22,23,25,10,9,-12,-7,-25,-28,-29,-29,-35,-46,-46
UK,Carmarthenshire,parks,GB,-21,38,10,-17,13,7,-6,-4,-11,-9,1,20,-25,-16,19,28,19,-16,13,11,-7,5,0,-11,-1,13,27,0,13,52,-14,-17,-4,31,19,38,15,-21,-18,-12,-25,-58,-57,-56.99999999999999
UK,Carmarthenshire,transit,GB,-9,4,-2,-7,-3,-4,-4,-9,-3,-5,-5,5,-10,-9,2,1,-2,-8,1,6,-4,1,-4,-4,-6,-3,2,-12,-10,-4,-21,-29,-23,-19,-26,-20,-30,-49,-55,-51,-54,-65,-60,-60
UK,Carmarthenshire,workplace,GB,-3,-18,-17,-19,-20,-19,-3,-5,-3,0,0,0,-1,-3,-0,1,1,1,1,0,2,-3,-0,-0,-1,-0,-2,-5,-8,-5,-10,-16,-21,-23,-24,-25,-40,-53,-59,-61,-61,-56,-49,-49
UK,Carmarthenshire,residential,GB,NA,2,3,4,3,3,0,-0,1,1,1,-0,1,1,-0,-0,-0,1,0,-0,1,-1,1,1,1,1,1,3,NA,2,6,8,10,10,10,NA,13,20,22,23,24,NA,NA,24
UK,Causeway Coast and Glens,retail_recr,GB,-2,17,15,8,10,3,-7,-4,-6,-4,-4,-2,1,-3,1,3,6,10,7,5,1,4,-2,3,0,-2,4,-1,1,16,4,-14,-17,-19,-42,-50,-44,-69,-74,-75,-78,-82,-87,-87
UK,Causeway Coast and Glens,grocery_pharm,GB,-5,0,-1,-2,0,-2,-1,-3,1,2,-2,4,7,3,1,2,3,5,6,7,6,3,4,5,6,25,20,17,19,30,15,15,17,15,20,1,-2,-16,-22,-23,-24,-28,-41,-41
UK,Causeway Coast and Glens,parks,GB,NA,NA,NA,NA,NA,15,4,-5,NA,NA,NA,NA,-4,-3,-7,NA,NA,NA,NA,21,18,5,NA,NA,NA,NA,NA,28,29,NA,NA,NA,NA,NA,27,61,NA,-26,-32,-24,-28,-49,-66,-66
UK,Causeway Coast and Glens,transit,GB,-5,-6,-5,-9,-4,-12,-11,-9,-6,-3,-4,-2,-3,-12,0,2,1,5,3,7,-6,2,-6,-3,-15,-15,-7,-13,-9,-19,-30,-23,-23,-25,-37,-26,-46,-57,-64,-59,-63,-61,-64,-64
UK,Causeway Coast and Glens,workplace,GB,-2,-15,-14,-13,-10,-11,-3,-1,-3,1,1,1,-2,0,3,1,2,1,1,2,1,3,3,2,2,0,1,1,-5,-16,-49,-18,-20,-20,-25,-33,-37,-50,-59,-61,-63,-58,-55,-55.00000000000001
UK,Causeway Coast and Glens,residential,GB,NA,3,3,3,2,3,1,NA,2,0,1,1,0,1,NA,0,-1,-1,-0,-0,-0,NA,1,0,1,1,1,3,NA,5,15,8,10,11,NA,NA,15,21,24,25,26,NA,NA,26
UK,Central Bedfordshire,retail_recr,GB,-8,12,8,6,4,5,-3,-2,0,-2,2,0,-1,2,9,7,2,1,-2,7,3,7,5,2,4,2,0,-0,-5,9,-3,-8,-10,-17,-33,-43,-27,-64,-66,-68,-71,-80,-82,-82
UK,Central Bedfordshire,grocery_pharm,GB,-7,0,0,-3,-3,0,-3,-3,-1,6,0,1,2,0,1,4,5,6,3,7,4,4,5,8,9,12,16,13,8,26,32,35,36,21,9,-7,-1,-17,-20,-24,-23,-37,-44,-45
UK,Central Bedfordshire,parks,GB,-49,3,3,-4,-16,1,-6,-16,-20,-7,-3,-12,-14,-25,9,8,-1,-7,-18,22,-3,3,-2,1,10,0,4,-3,-22,22,-1,-1,-10,13,35,55,16,28,13,16,0,-41,-41,-41
UK,Central Bedfordshire,transit,GB,-10,0,3,4,1,4,9,12,-5,-0,1,-0,-1,3,8,-1,-1,1,-1,3,3,-6,-3,-5,-4,-8,-7,-11,-14,-13,-21,-23,-29,-33,-38,-40,-42,-48,-57,-60,-61,-70,-74,-74
UK,Central Bedfordshire,workplace,GB,-5,-17,-16,-17,-19,-19,-3,-3,-0,0,-0,-2,-1,-1,-1,1,1,0,-1,-0,0,2,0,-0,0,-1,-3,-1,-3,-7,-14,-23,-27,-28,-24,-27,-45,-58,-65,-66,-66,-56,-54,-54
UK,Central Bedfordshire,residential,GB,1,2,3,3,3,3,-0,-0,1,0,0,1,1,-0,-1,0,0,1,1,0,-0,-0,1,1,1,2,2,2,2,4,8,11,13,13,11,9,18,26,28,29,29,20,NA,20
UK,Ceredigion,retail_recr,GB,-17,-3,-8,-2,-3,-9,-7,-15,-14,-20,-14,12,-2,17,27,18,7,3,12,8,22,27,9,2,7,9,7,21,19,15,-7,-15,-11,-20,-36,-44,-38,-69,-74,-73,-77,-81,-84,-84
UK,Ceredigion,grocery_pharm,GB,36,39,36,34,36,33,26,31,32,38,25,2,2,4,12,10,8,4,4,9,9,9,6,12,6,14,18,17,20,20,24,18,19,7,5,-10,-13,-31,-40,-40,-39,-48,-54,-54
UK,Ceredigion,parks,GB,2,55,48,30,41,25,0,14,0,6,7,14,-4,-4,38,27,34,16,33,52,26,55,21,23,23,23,69,44,56,69,31,14,26,52,28,59,31,-16,-26,-19,-42,-68,-60,-60
UK,Ceredigion,transit,GB,NA,11,-0,-5,5,9,-0,NA,-0,2,-2,13,8,-0,NA,7,5,5,13,9,3,NA,2,5,6,5,11,-0,NA,7,-3,-21,-15,-17,-28,NA,-31,-55,-56,-56,-63,-72,-69,-69
UK,Ceredigion,workplace,GB,1,-12,-11,-14,-13,-10,1,7,2,7,3,3,4,3,1,3,7,3,2,3,6,8,4,7,3,2,3,-3,-5,-0,-7,-19,-25,-25,-29,-34,-47,-59,-64,-66,-65,-58,-57,-56.99999999999999
UK,Ceredigion,residential,GB,NA,2,2,2,3,2,NA,NA,2,1,1,0,2,NA,NA,1,0,2,0,0,NA,NA,2,0,1,2,1,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
UK,Cheshire East,retail_recr,GB,-6,7,9,2,1,1,-3,0,-3,0,-2,1,1,1,7,4,2,4,4,7,1,7,-2,2,1,-0,1,-7,-5,-0,-9,-19,-17,-22,-47,-54,-39,-69,-72,-72,-75,-83,-84,-84
UK,Cheshire East,grocery_pharm,GB,-4,-2,-1,-4,-3,-2,-1,1,-1,4,-0,3,1,2,6,3,3,6,7,7,4,4,2,6,7,12,11,11,12,24,28,27,27,11,10,-10,-5,-24,-26,-29,-31,-40,-47,-47
UK,Cheshire East,parks,GB,-39,21,22,-7,-16,-7,-18,-22,-14,2,-5,4,-18,-17,9,14,-4,7,21,38,9,3,-10,-1,5,11,18,-1,-6,24,21,-12,29,46,19,-4,-3,-10,-12,-9,-22,-63,-63,-63
UK,Cheshire East,transit,GB,5,6,4,3,1,7,7,14,0,1,1,-0,5,3,13,8,-2,-1,1,9,7,15,-2,-0,-6,-5,1,-11,-7,-17,-22,-33,-32,-30,-41,-42,-45,-58,-63,-65,-68,-75,-75,-75
UK,Cheshire East,workplace,GB,-3,-16,-15,-16,-17,-18,-4,-1,-3,0,0,-0,-2,1,1,-0,0,0,0,-0,1,1,-1,-1,-1,-2,-5,-3,-2,-7,-13,-22,-26,-29,-25,-27,-45,-58,-64,-66,-66,-56,-53,-53
UK,Cheshire East,residential,GB,0,2,2,3,3,3,0,-1,1,1,1,0,1,1,-1,0,0,1,0,-0,0,-1,1,1,1,2,2,2,1,3,7,11,11,12,11,8,17,24,26,27,28,19,15,15
UK,Cheshire West and Chester,retail_recr,GB,0,20,19,12,8,7,-3,-1,-1,1,-2,1,-0,2,10,4,-0,1,3,4,-1,11,-4,1,-2,-2,-2,-8,-4,-3,-13,-23,-21,-29,-54,-62,-49,-74,-77,-77,-79,-87,-88,-88
UK,Cheshire West and Chester,grocery_pharm,GB,-3,0,-1,-0,-2,-3,-2,-3,0,8,-0,1,2,2,2,4,4,7,6,4,4,4,4,6,6,11,12,12,11,25,27,26,30,11,5,-13,-6,-25,-27,-28,-32,-40,-47,-47
UK,Cheshire West and Chester,parks,GB,-22,30,24,3,-6,3,-7,-15,-7,-1,-6,-1,-12,-18,6,7,13,-5,13,23,6,24,-5,7,5,1,8,0,2,14,8,-18,5,13,-11,5,-5,-21,-19,-17,-27,-64,-58,-57.99999999999999
UK,Cheshire West and Chester,transit,GB,-8,1,2,1,-3,3,2,2,-2,4,-1,0,2,3,8,4,4,-1,0,4,3,8,-3,1,-1,-4,-2,-8,-7,-10,-21,-31,-29,-33,-46,-42,-45,-60,-65,-65,-67,-77,-77,-77
UK,Cheshire West and Chester,workplace,GB,-0,-17,-17,-17,-18,-19,-2,-2,-3,-0,-1,-1,-1,1,4,1,-1,-1,0,-1,0,1,1,-0,-1,-2,-5,-3,-3,-7,-13,-21,-25,-26,-24,-29,-44,-57,-63,-65,-66,-58,-55,-55.00000000000001
UK,Cheshire West and Chester,residential,GB,1,2,2,3,3,3,0,-0,1,0,1,0,1,0,-1,-0,0,1,0,-0,-0,-1,1,1,1,1,2,2,1,3,7,10,11,11,10,8,17,23,26,27,27,19,15,15
UK,City of Bristol,retail_recr,GB,-7,5,11,5,7,7,-3,3,-7,-0,-2,6,-0,1,9,-2,5,-8,-3,3,-2,7,-7,-1,-5,-8,-7,-19,-20,-12,-24,-38,-39,-46,-67,-68,-58,-76,-80,-79,-82,-88,-87,-87
UK,City of Bristol,grocery_pharm,GB,-5,-1,0,-3,-1,-1,-5,-1,-3,4,-2,4,1,1,4,3,4,-0,4,4,-0,3,0,3,3,11,10,6,5,17,22,15,18,4,-9,-20,-17,-27,-30,-32,-34,-44,-47,-47
UK,City of Bristol,parks,GB,-34,11,12,-16,3,12,-8,6,-15,-3,-4,41,3,8,32,23,26,-24,-3,26,11,24,1,-7,3,-2,12,3,-9,48,6,-17,-13,10,18,42,34,9,1,21,-7,-44,-25,-25
UK,City of Bristol,transit,GB,-1,-3,-3,-2,-4,4,10,13,-1,4,1,3,12,11,20,-0,-1,-5,-3,2,5,12,-4,-2,-5,-7,-7,-12,-12,-18,-34,-45,-50,-52,-55,-58,-62,-73,-77,-78,-79,-80,-81,-81
UK,City of Bristol,workplace,GB,-1,-11,-9,-9,-10,-12,-0,2,-1,2,1,2,-3,-0,3,0,2,0,0,0,1,3,1,1,0,-1,-5,-1,-5,-10,-22,-33,-39,-41,-30,-34,-55,-66,-71,-72,-72,-59,-57,-56.99999999999999
UK,City of Bristol,residential,GB,1,2,2,2,2,2,-0,-1,1,0,-0,-1,1,-0,-2,0,-0,1,1,-0,-1,-2,1,1,1,2,3,2,2,4,10,15,17,18,12,10,21,28,30,32,33,22,18,18
UK,Clackmannanshire,retail_recr,GB,-8,-3,-7,-6,-5,-14,-22,1,-8,5,4,17,5,16,4,12,16,10,5,-1,4,5,-1,1,-1,-5,0,-5,4,-1,-8,-14,-11,-24,-40,-50,-35,-71,-75,-77,-77,-83,-89,-89
UK,Clackmannanshire,grocery_pharm,GB,-9,-3,-2,-3,-5,-7,-9,-5,-7,6,2,0,3,-2,-2,-2,4,2,3,3,-2,-4,-1,2,3,8,9,7,6,17,23,20,20,10,9,-10,-6,-19,-24,-27,-24,-33,-39,-39
UK,Clackmannanshire,parks,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK,Clackmannanshire,transit,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55,-56,-53,-53,NA,NA,-53
UK,Clackmannanshire,workplace,GB,-1,-16,-15,-19,-20,-18,-5,0,-2,1,2,3,1,1,0,0,2,1,0,3,0,1,0,0,1,-2,-2,2,4,-5,-11,-18,-21,-21,-19,-27,-44,-58,-64,-67,-67,-55,-49,-49
UK,Clackmannanshire,residential,GB,NA,2,3,3,NA,NA,NA,NA,2,1,-0,-1,1,NA,NA,1,-1,0,0,-0,NA,NA,1,1,1,1,0,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
UK,Conwy Principal Area,retail_recr,GB,-2,21,20,14,12,6,0,-4,-2,6,1,3,-0,3,12,6,10,6,7,9,12,11,4,7,5,5,7,9,7,10,-0,-6,-5,-10,-36,-49,-38,-67,-70,-72,-74,-83,-86,-86
UK,Conwy Principal Area,grocery_pharm,GB,-3,6,5,4,2,-0,-0,-2,2,9,3,3,4,7,5,10,10,8,11,11,13,9,11,11,10,13,19,20,20,27,26,27,27,15,22,-1,2,-19,-23,-29,-32,-40,-48,-48
UK,Conwy Principal Area,parks,GB,-22,43,37,32,8,-11,-13,-10,-17,8,5,7,-9,-7,25,24,25,17,29,36,21,30,-0,19,19,18,43,31,39,50,35,19,32,50,15,26,10,-16,-9,-21,-37,-70,-70,-70
UK,Conwy Principal Area,transit,GB,1,7,2,-6,-6,-1,-7,4,1,-1,-1,5,2,-1,16,11,10,5,7,16,18,23,7,7,1,-6,9,7,9,0,-10,-17,-13,-11,-18,-6,-34,-49,-54,-57,-58,-69,-63,-63
UK,Conwy Principal Area,workplace,GB,-1,-17,-16,-18,-19,-19,-2,-3,1,2,-1,1,-0,1,4,1,1,0,2,0,3,3,-0,1,-1,1,-4,-1,-1,-4,-9,-16,-19,-20,-23,-25,-40,-54,-62,-63,-64,-57,-58,-57.99999999999999
UK,Conwy Principal Area,residential,GB,NA,2,2,3,4,3,NA,NA,0,-0,1,0,1,NA,NA,-0,-1,0,-1,-0,NA,NA,1,1,1,1,2,NA,NA,2,4,7,7,8,NA,NA,12,19,21,22,NA,NA,NA,22
UK,Cornwall,retail_recr,GB,3,30,31,23,24,19,3,-2,1,4,3,7,1,4,7,11,12,1,7,5,5,7,3,6,5,5,2,2,4,13,1,-11,-12,-19,-46,-48,-36,-70,-75,-75,-77,-84,-85,-85
UK,Cornwall,grocery_pharm,GB,1,9,8,7,8,4,2,-0,1,6,-1,3,2,3,2,5,5,4,7,4,1,4,4,3,2,8,4,6,10,18,24,17,17,3,-1,-15,-10,-30,-35,-37,-39,-46,-53,-53
UK,Cornwall,parks,GB,-4,62,71,46,56,47,7,-9,3,5,5,35,-11,-15,8,33,43,-7,24,10,16,15,17,21,25,32,15,13,28,93,46,15,39,21,-10,46,34,-5,-19,-10,-36,-54,-54,-54
UK,Cornwall,transit,GB,-5,12,11,4,7,9,5,3,-0,2,1,8,-2,-4,1,8,9,-5,5,2,8,5,4,-1,1,3,-1,-4,-6,8,-6,-15,-14,-20,-31,-18,-29,-51,-56,-56,-61,-64,-66,-66
UK,Cornwall,workplace,GB,-3,-17,-16,-16,-17,-17,-0,0,-2,2,2,2,-1,1,1,2,2,1,2,-1,3,1,0,1,1,1,-1,-0,-2,-4,-9,-15,-19,-21,-22,-28,-39,-55,-62,-64,-65,-57,-56,-56.00000000000001
UK,Cornwall,residential,GB,2,2,2,2,3,2,0,0,1,1,0,-0,1,1,0,-0,-0,1,0,0,-0,0,1,1,1,1,1,2,1,1,5,7,8,9,10,7,13,20,22,23,24,18,14,14.000000000000002
UK,County Durham,retail_recr,GB,-2,6,6,7,5,7,-4,-2,-19,3,3,4,4,6,4,6,5,6,7,8,4,5,4,3,1,1,4,-1,-0,4,-6,-11,-9,-14,-39,-50,-37,-65,-67,-69,-70,-80,-83,-83
UK,County Durham,grocery_pharm,GB,-2,-1,1,-1,-2,-1,-2,0,-5,11,1,2,-2,-4,-5,-2,1,4,2,3,0,1,4,5,1,7,8,7,11,19,22,24,25,16,14,-6,-4,-24,-24,-26,-24,-36,-42,-42
UK,County Durham,parks,GB,-15,21,9,16,7,-1,-26,-10,-3,-1,3,9,-10,-15,-8,12,6,17,21,23,6,20,8,3,-1,-2,3,7,15,15,0,0,31,26,13,30,6,-21,-3,0,-20,-58,-56,-56.00000000000001
UK,County Durham,transit,GB,1,2,3,2,-0,-1,-3,3,6,6,2,5,5,5,-3,9,5,6,4,7,3,5,5,3,-2,1,-2,-4,-3,0,-9,-17,-17,-20,-25,-17,-33,-51,-54,-55,-57,-67,-68,-68
UK,County Durham,workplace,GB,0,-16,-16,-16,-16,-17,-1,-1,-26,1,2,1,1,4,1,0,1,1,1,1,2,0,0,0,0,-0,-2,0,-2,-6,-9,-16,-20,-22,-23,-27,-40,-53,-59,-62,-63,-56,-55,-55.00000000000001
UK,County Durham,residential,GB,1,3,3,2,3,3,1,-0,9,0,1,-0,1,-0,-0,0,0,0,-0,-0,-1,-1,1,1,1,1,2,2,1,3,5,8,8,9,9,7,14,20,22,23,25,18,14,14.000000000000002
UK,Cumbria,retail_recr,GB,7,18,17,8,14,1,-1,1,-5,6,2,5,0,3,7,7,8,5,9,7,3,8,3,8,1,4,6,-0,5,8,-2,-9,-6,-16,-40,-48,-36,-67,-71,-71,-75,-84,-84,-84
UK,Cumbria,grocery_pharm,GB,2,6,6,-1,2,-2,-1,0,-3,8,-1,3,2,1,2,4,5,6,7,6,4,4,2,7,1,5,7,4,10,15,19,16,19,8,8,-11,-9,-29,-33,-34,-35,-45,-50,-50
UK,Cumbria,parks,GB,16,46,46,24,32,-0,-3,11,-12,11,7,17,-9,-5,14,12,18,17,37,32,8,39,9,12,2,9,37,26,40,33,20,17,46,38,31,57,0,-19,-22,-17,-39,-62,-54,-54
UK,Cumbria,transit,GB,9,14,8,2,7,3,2,10,-2,2,-0,4,6,3,9,7,4,8,9,13,4,14,5,4,-5,2,9,-1,8,5,-8,-13,-9,-14,-22,-22,-33,-45,-53,-56,-64,-71,-73,-73
UK,Cumbria,workplace,GB,-0,-16,-15,-16,-17,-18,-3,1,-6,0,0,0,-1,0,3,1,1,1,1,1,1,1,-0,1,-0,-1,-3,-3,-2,-3,-8,-13,-17,-18,-23,-26,-41,-58,-65,-67,-67,-61,-58,-57.99999999999999
UK,Cumbria,residential,GB,1,2,2,3,3,4,1,-0,3,0,0,0,1,0,-0,-0,-0,0,-0,-0,0,-1,1,1,1,2,1,2,1,2,5,7,7,9,9,7,14,21,24,24,26,19,15,15
UK,Darlington,retail_recr,GB,1,7,10,5,8,0,-5,-4,-14,5,3,7,3,14,5,7,5,7,8,4,5,1,3,6,0,0,-1,-3,-2,0,-8,-15,-12,-21,-41,-53,-37,-67,-73,-73,-75,-83,-86,-86
UK,Darlington,grocery_pharm,GB,-4,-5,-5,-5,0,-4,-4,-6,-5,7,-2,1,1,5,2,1,2,1,2,2,1,5,2,4,3,6,7,7,10,20,26,22,21,11,6,-12,-10,-23,-28,-31,-32,-44,-47,-47
UK,Darlington,parks,GB,NA,NA,NA,NA,NA,NA,-30,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62,-57,-56.99999999999999
UK,Darlington,transit,GB,3,4,-1,7,2,-2,11,11,2,4,10,4,2,11,-9,6,3,5,-1,7,22,15,6,-1,-2,-7,1,6,-11,-12,-27,-33,-40,-38,-40,-52,-48,-61,-64,-65,-71,-71,-75,-75
UK,Darlington,workplace,GB,0,-15,-14,-14,-15,-15,-4,-3,-10,1,-0,-0,-1,3,5,1,1,1,1,-0,4,5,-1,0,-0,-1,-2,-1,2,-5,-9,-15,-19,-21,-22,-26,-38,-50,-57,-60,-62,-57,-51,-51
UK,Darlington,residential,GB,NA,2,3,3,3,4,NA,NA,4,0,1,0,1,NA,NA,-0,1,0,-0,-0,NA,NA,1,1,1,1,2,NA,NA,2,5,8,8,9,NA,NA,14,21,23,24,26,NA,NA,26
UK,Denbighshire,retail_recr,GB,1,17,20,16,10,9,0,2,1,6,-1,9,6,5,15,9,10,7,10,14,17,17,5,6,4,7,11,12,14,9,1,-10,-5,-11,-32,-41,-35,-64,-68,-68,-71,-79,-84,-84
